id,domain,category,subcategory,hanja,hangul,title,body,source
S011,사주학,이론,형충회합 개론,,,"형(刑)·충(沖)·회(會)·합(合), 글자들이 부딪히고 어우러지는 법","사주 여덟 글자는 가만히 있지 않고 서로 부딪히거나 어우러진다고 봅니다. 충(沖)은 정반대 방향의 지지끼리 만나 강하게 부딪히는 것으로, 변화와 갈등을 함께 상징합니다. 형(刑)은 지지끼리 서로 견제하고 다투는 관계로, 관재구설이나 마찰과 연결짓습니다. 회(會)와 합(合)은 반대로 지지·천간끼리 서로 힘을 합쳐 새로운 기운을 만드는 관계로, 조화와 협력을 상징합니다. 이런 형충회합 관계는 사주 원국뿐 아니라 대운·세운이 들어올 때도 함께 살피는 중요한 분석 도구로 쓰입니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S012,사주학,이론,삼합과 육합,,,"삼합(三合)과 육합(六合), 지지가 힘을 합치는 두 가지 방식","삼합은 세 개의 지지가 모여 하나의 강한 오행 기운을 만드는 조합으로, 예를 들어 인(寅)·오(午)·술(戌)이 모이면 화(火)의 기운으로 뭉친다고 봅니다. 육합은 두 지지가 짝을 지어 새로운 기운으로 변화하는 조합으로, 자(子)와 축(丑)이 만나면 토(土)로 변한다고 보는 식입니다. 두 조합 모두 '따로 있을 때보다 함께 있을 때 더 큰 힘을 낸다'는 관점을 보여주며, 궁합을 볼 때도 두 사람의 지지가 삼합·육합 관계를 이루는지를 중요하게 살핍니다.",사자사주 '사주 궁합 보는법 5단계' (sazasaju.com/blog/gunghap-guide)
S013,사주학,이론,왕상휴수사,,,"왕상휴수사(旺相休囚死), 계절에 따라 달라지는 오행의 힘","같은 오행이라도 태어난 계절(월지)에 따라 그 힘의 세기가 달라진다고 보는 것이 왕상휴수사 이론입니다. 자기 계절을 만나면 '왕(旺, 가장 왕성함)', 자신을 생해주는 계절이면 '상(相, 힘을 받음)', 자신이 생해주는 계절이면 '휴(休, 쉬는 상태)', 자신을 극하는 계절이면 '수(囚, 갇힌 상태)', 자신이 극하는 계절이면 '사(死, 힘이 다함)'로 나눕니다. 예를 들어 목(木)은 봄에 왕성하고 가을에는 힘이 다한다고 보는 식입니다. 이는 신강신약을 판단할 때 월지를 특히 중요하게 보는 이유이기도 합니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S014,사주학,이론,조후론,,,"조후론(調候論), 사주의 온도와 습도를 맞추다","조후론은 사주를 오행의 생극 관계뿐 아니라 '따뜻함과 차가움, 건조함과 습함'의 균형으로도 바라보는 관점입니다. 겨울에 태어나 사주에 물(水)과 쇠(金) 기운이 많으면 몸과 마음이 냉랭해지기 쉬우니 따뜻한 불(火)의 기운을 보완해야 한다고 보는 식입니다. 실제 명리 상담에서는 오행의 많고 적음뿐 아니라 이런 계절적 온도감까지 함께 고려해 용신을 정하는 경우가 많습니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
S015,사주학,이론,격국론 개요,,,격국(格局)이란 무엇인가,"격국은 사주 전체의 짜임새를 하나의 '틀'로 요약해서 부르는 명리학의 분류 체계입니다. 월지에서 드러나는 대표적인 십성을 기준으로 정관격· 편관격·식신격·재격·인수격 등으로 나누며, 그 틀에 따라 어떤 삶의 방향이 자연스러운지를 해석합니다. 격국론은 명리학 유파마다 세부 기준이 달라 다소 복잡한 이론이지만, 사주를 개별 글자 하나하나가 아니라 '전체적인 구조'로 바라본다는 점에서 중요한 관점을 제공합니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S016,사주학,이론,사주와 직업 적성 총론,,,사주로 직업 적성을 보는 관점,"명리 상담에서 직업 적성은 보통 (1) 가장 발달한 십성이 상징하는 활동 방식, (2) 가장 강한 오행이 상징하는 산업 분야, (3) 격국이 보여주는 전체적인 삶의 방향, 이 세 가지를 종합해서 봅니다. 예를 들어 상관이 발달하고 화(火)의 기운이 강하면 표현력을 살리는 방송·예술 분야를, 정관이 발달하고 토(土)의 기운이 강하면 안정적인 행정·관리 분야를 권하는 식입니다. 다만 이는 어디까지나 경향성에 대한 참고일 뿐, 실제 적성은 본인의 흥미와 노력이 훨씬 크게 좌우한다는 점을 함께 강조하고 싶습니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
S017,사주학,이론,사주와 재물운 총론,,,사주로 재물운을 보는 관점,"재물운은 재성(편재·정재)의 유무뿐 아니라, 그 재성을 감당할 만큼 일간의 힘이 충분한지를 함께 봐야 한다고 해석됩니다. 아무리 재성이 많아도 일간이 약하면 '그림의 떡'처럼 재물이 스쳐 지나간다고 보고, 반대로 일간이 튼튼하면 적은 재성으로도 알차게 불려나간다고 봅니다. 또한 식상(식신·상관)이 재성을 낳아주는 구조인지도 중요한데, 이는 재능이나 노동이 실제 수입으로 잘 이어지는지를 보여주는 흐름으로 해석됩니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
S018,사주학,이론,사주와 건강 총론,,,사주로 건강을 보는 관점(참고용),"명리학에서는 오행을 인체 장기와 연결지어(목-간, 화-심장, 토-비위, 금-폐, 수-신장) 사주의 오행 균형을 건강 관리의 참고 자료로 삼기도 합니다. 특정 오행이 지나치게 많거나 아예 없으면 그와 관련된 장기·생활 습관에 신경을 쓰라는 신호로 해석하는 식입니다. 다만 이는 전통적인 상징 체계일 뿐 의학적 진단이 전혀 아니므로, 실제 건강 문제는 반드시 전문 의료진과 상담해야 한다는 점을 분명히 밝혀둡니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
S019,사주학,이론,사주 상담 시 유의점,,,사주를 어떻게 받아들이면 좋을까,"사주명리학은 과학적으로 검증된 예측 체계가 아니라, 오랜 세월 쌓여온 상징과 해석의 전통입니다. 같은 사주를 타고나도 환경과 선택에 따라 삶은 얼마든지 달라지므로, 사주는 '정해진 미래를 읽는 도구'가 아니라 '나를 돌아보고 선택의 폭을 넓히는 참고 자료'로 활용하는 것이 바람직하다고 이야기됩니다. 특히 특정 신살이나 안 좋은 해석에 지나치게 얽매이기보다, 스스로 삶을 개선해나가려는 태도(개운開運)를 강조하는 것이 건강한 활용법이라 할 수 있습니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S020,사주학,오행,목(木),木,목(木),성장과 확장의 기운,"목(木)은 봄과 새싹, 위로 뻗어나가는 나무의 기운을 상징합니다. 방향은 동쪽, 계절은 봄, 신체로는 간·담·눈에 대응한다고 봅니다. 목의 기운이 두드러진 사람은 성장 지향적이고 추진력이 강하며, 새로운 일을 시작하는 데 거침이 없다고 해석합니다. 다만 지나치면 융통성이 부족하고 고집스러워질 수 있다고도 봅니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S021,사주학,오행,화(火),火,화(火),확산과 표현의 기운,"화(火)는 여름과 태양, 타오르는 불꽃의 기운을 상징합니다. 방향은 남쪽, 계절은 여름, 신체로는 심장·소장·혀에 대응한다고 봅니다. 화의 기운이 강한 사람은 열정적이고 표현력이 풍부하며 사람들 앞에서 에너지를 발산하는 것을 즐긴다고 해석합니다. 다만 지나치면 성급하고 감정 기복이 커질 수 있다고도 봅니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S022,사주학,오행,토(土),土,토(土),중재와 안정의 기운,"토(土)는 사계절의 환절기, 만물을 품는 대지의 기운을 상징합니다. 방향은 중앙, 신체로는 비장·위장·입에 대응한다고 봅니다. 토의 기운이 강한 사람은 신뢰감이 있고 중재자 역할을 잘하며 묵묵히 맡은 바를 해내는 성실함이 있다고 해석합니다. 다만 지나치면 변화에 둔감하고 고집이 세질 수 있다고도 봅니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S023,사주학,오행,금(金),金,금(金),결단과 수렴의 기운,"금(金)은 가을과 서리, 단단하게 여무는 결실의 기운을 상징합니다. 방향은 서쪽, 계절은 가을, 신체로는 폐·대장·코에 대응한다고 봅니다. 금의 기운이 강한 사람은 원칙적이고 맺고 끊음이 분명하며 정의감이 강하다고 해석합니다. 다만 지나치면 냉정하고 융통성이 부족해질 수 있다고도 봅니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S024,사주학,오행,수(水),水,수(水),지혜와 유연함의 기운,"수(水)는 겨울과 밤, 낮은 곳으로 흐르는 물의 기운을 상징합니다. 방향은 북쪽, 계절은 겨울, 신체로는 신장·방광·귀에 대응한다고 봅니다. 수의 기운이 강한 사람은 사고가 깊고 지혜로우며 상황에 맞춰 유연하게 대처하는 힘이 있다고 해석합니다. 다만 지나치면 우유부단하고 비밀이 많아질 수 있다고도 봅니다.",위키백과 '사주명리학' (ko.wikipedia.org)
S025,사주학,천간,갑(甲),甲,갑,양목(陽木) — 큰 나무,"갑목은 크고 곧게 뻗은 나무에 비유됩니다. 리더십이 있고 자존심이 강하며, 앞장서서 이끌기를 좋아하는 기질로 해석됩니다. 원칙을 중시하고 굽히기 싫어하는 강직함이 장점이자 때로는 융통성 부족으로 비칠 수 있습니다. 십성으로 비유하면 리더형 기질과 가장 가깝게 연결지어 해석되며, 조직의 우두머리 자리에서 능력을 발휘하는 경우가 많다고 봅니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S026,사주학,천간,을(乙),乙,을,음목(陰木) — 유연한 풀·덩굴,"을목은 바람에 흔들리며 살아남는 풀이나 덩굴에 비유됩니다. 부드럽고 적응력이 뛰어나며, 겉으로는 순해 보여도 끈질긴 생명력과 처세술을 지녔다고 해석됩니다. 사교성이 좋고 눈치가 빠른 편으로 봅니다. 겉으로는 부드럽지만 어떤 환경에서도 살아남는 생명력이 강해, 위기 관리 능력이 뛰어나다고 해석되는 경우가 많습니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S027,사주학,천간,병(丙),丙,병,양화(陽火) — 태양,"병화는 하늘에 떠서 만물을 비추는 태양에 비유됩니다. 밝고 정열적이며 숨기는 것이 없는 솔직한 성격으로 해석됩니다. 공정함과 청렴함을 중시하지만, 감정이 격해지면 다소 맹렬해질 수 있다고 봅니다. 숨김없는 성격 덕분에 사람들에게 신뢰를 얻지만, 감정이 격해지지 않도록 스스로를 다스리는 것이 중요하다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S028,사주학,천간,정(丁),丁,정,음화(陰火) — 촛불·등불,"정화는 어둠을 밝히는 촛불이나 등불에 비유됩니다. 은은하지만 꾸준한 열정과 섬세한 감수성을 지녔다고 해석됩니다. 겉으로는 조용해 보여도 속은 따뜻하고, 예술적 감각이 발달한 경우가 많다고 봅니다. 은은하지만 꺼지지 않는 열정 덕분에 오래 지속되는 일이나 관계에서 진가를 발휘한다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S029,사주학,천간,무(戊),戊,무,양토(陽土) — 큰 산·대지,"무토는 우뚝 솟은 큰 산이나 넓은 대지에 비유됩니다. 믿음직하고 포용력이 크며, 흔들림 없이 중심을 잡아주는 존재로 해석됩니다. 다만 변화를 꺼리고 고집스러운 면이 있을 수 있다고 봅니다. 웬만한 풍파에도 흔들리지 않는 뚝심이 강점이지만, 변화가 필요한 시기에는 의식적으로 유연함을 더하는 것이 좋다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S030,사주학,천간,기(己),己,기,음토(陰土) — 논밭·정원의 흙,"기토는 곡식을 길러내는 논밭의 흙에 비유됩니다. 섬세하고 현실적이며, 실속을 챙기는 살림꾼 기질로 해석됩니다. 겉으로 드러내지 않으면서도 묵묵히 실리를 챙기는 유형으로 봅니다. 겉으로 드러내지 않으면서도 실속을 챙기는 살림꾼 기질 덕분에, 재정 관리나 실무 처리 능력이 뛰어나다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S031,사주학,천간,경(庚),庚,경,양금(陽金) — 무쇠·원석,"경금은 제련되기 전의 단단한 무쇠나 원석에 비유됩니다. 강인하고 의리를 중시하며, 맺고 끊음이 분명한 결단력을 지녔다고 해석됩니다. 다만 고집이 세고 다소 거칠게 느껴질 수 있다고 봅니다. 의리와 결단력이 강한 만큼 한번 내린 결정은 좀처럼 바꾸지 않는 편이라, 신중하게 판단하는 습관이 도움이 된다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S032,사주학,천간,신(辛),辛,신,음금(陰金) — 보석·장신구,"신금은 세공을 거친 보석이나 장신구에 비유됩니다. 예민하고 세련되며, 자존심이 강하고 완벽을 추구하는 기질로 해석됩니다. 미적 감각이 뛰어나고 깔끔한 것을 좋아하는 편으로 봅니다. 세련된 감각과 높은 기준 덕분에 전문성을 요하는 분야에서 두각을 나타내지만, 완벽주의로 인한 스트레스 관리가 필요하다고 봅니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S033,사주학,천간,임(壬),壬,임,양수(陽水) — 바다·큰 강,"임수는 모든 물을 받아들이는 바다나 큰 강에 비유됩니다. 스케일이 크고 포용력이 있으며, 지혜롭고 임기응변에 능하다고 해석됩니다. 다만 속내를 쉽게 드러내지 않는 경우가 많다고 봅니다. 포용력이 큰 만큼 다양한 사람과 상황을 두루 아우르는 조정자 역할에 잘 맞는다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S034,사주학,천간,계(癸),癸,계,음수(陰水) — 이슬·샘물,"계수는 조용히 스며드는 이슬이나 샘물에 비유됩니다. 다정하고 섬세하며, 겉으로는 여려 보여도 잠재력과 지구력이 풍부하다고 해석됩니다. 예민한 감수성으로 주변을 세심하게 살피는 유형으로 봅니다. 섬세한 감수성 덕분에 예술이나 상담처럼 사람의 마음을 다루는 일에서 강점을 발휘한다고 해석됩니다.",다음카페 올댓힐링 '십간 각론' (cafe.daum.net/lifeandzen)
S035,사주학,지지,자(子),子,자,"자(子) — 쥐띠, 23시~01시","자수(子水)는 한밤중의 고요함과 겨울의 시작을 상징합니다. 총명하고 순발력이 빠르며, 밤에 활동적인 기질과 연결짓기도 합니다. 십이지 동물로는 쥐에 배정됩니다. 계절 구분상 겨울(생生)에 해당합니다. 한밤의 고요함처럼 혼자만의 시간에 집중력이 극대화되는 경향이 있다고 해석되며, 야간 근무나 연구직과 잘 맞는다고 보기도 합니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S036,사주학,지지,축(丑),丑,축,"축(丑) — 소띠, 01시~03시","축토(丑土)는 겨울의 끝자락, 새벽 어스름을 상징합니다. 성실하고 인내심이 강하며, 묵묵히 맡은 일을 해내는 우직함을 상징한다고 봅니다. 십이지 동물로는 소에 배정됩니다. 계절 구분상 겨울(고庫)에 해당합니다. 묵묵히 견디는 힘이 강해 장기적인 목표를 세우고 꾸준히 실행하는 유형에게서 자주 언급되는 지지입니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S037,사주학,지지,인(寅),寅,인,"인(寅) — 호랑이띠, 03시~05시","인목(寅木)은 새벽의 시작이자 봄의 첫 기운을 상징합니다. 진취적이고 리더십이 있으며, 활동적이고 추진력이 강한 기질과 연결짓습니다. 십이지 동물로는 호랑이에 배정됩니다. 계절 구분상 봄(생生)에 해당합니다. 하루를 여는 새벽의 기운답게 남들보다 한 발 앞서 움직이는 추진력이 강점으로 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S038,사주학,지지,묘(卯),卯,묘,"묘(卯) — 토끼띠, 05시~07시","묘목(卯木)은 봄이 무르익어가는 한가운데를 상징합니다. 온화하고 섬세하며, 예술적 감각과 사교성을 함께 지녔다고 해석합니다. 십이지 동물로는 토끼에 배정됩니다. 계절 구분상 봄(왕旺)에 해당합니다. 봄기운이 무르익는 시기답게 대인관계에서 온화하고 부드러운 인상을 주는 경우가 많다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S039,사주학,지지,진(辰),辰,진,"진(辰) — 용띠, 07시~09시","진토(辰土)는 봄의 끝, 만물이 무성해지는 시기를 상징합니다. 포부가 크고 변화무쌍하며, 상상력과 리더십을 함께 지녔다고 해석합니다. 십이지 동물 중 유일한 상상의 동물인 용에 배정됩니다. 계절 구분상 봄(고庫)에 해당합니다. 변화무쌍한 기운 탓에 다재다능하다는 평가를 받지만, 한 우물을 깊게 파는 인내심을 함께 기르면 좋다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S040,사주학,지지,사(巳),巳,사,"사(巳) — 뱀띠, 09시~11시","사화(巳火)는 여름의 시작, 뜨거워지는 한낮 오전을 상징합니다. 지혜롭고 치밀하며, 통찰력이 뛰어나지만 속을 잘 드러내지 않는다고 해석합니다. 십이지 동물로는 뱀에 배정됩니다. 계절 구분상 여름(생生)에 해당합니다. 치밀하고 침착한 기운이라 전략을 세우는 일이나 분석적인 업무에서 강점을 발휘한다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S041,사주학,지지,오(午),午,오,"오(午) — 말띠, 11시~13시","오화(午火)는 태양이 가장 높이 뜬 한낮, 여름의 절정을 상징합니다. 명랑하고 활동적이며, 자유분방하고 열정적인 기질과 연결짓습니다. 십이지 동물로는 말에 배정됩니다. 계절 구분상 여름(왕旺)에 해당합니다. 여름 한낮의 열기처럼 에너지가 넘쳐 활동적인 일이나 사람을 상대하는 일에서 빛을 발한다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S042,사주학,지지,미(未),未,미,"미(未) — 양띠, 13시~15시","미토(未土)는 여름의 끝, 열기가 서서히 가라앉는 시기를 상징합니다. 온순하고 예의 바르며, 배려심이 깊고 협동을 중시한다고 해석합니다. 십이지 동물로는 양에 배정됩니다. 계절 구분상 여름(고庫)에 해당합니다. 협동을 중시하는 기질 덕분에 팀 단위의 작업이나 중재 역할에서 신뢰를 얻는다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S043,사주학,지지,신(申),申,신,"신(申) — 원숭이띠, 15시~17시","신금(申金)은 가을의 시작, 선선해지는 오후를 상징합니다. 재치 있고 영리하며, 손재주와 순발력이 뛰어나다고 해석합니다. 십이지 동물로는 원숭이에 배정됩니다. 계절 구분상 가을(생生)에 해당합니다. 손재주와 순발력이 뛰어나 기술직이나 손으로 하는 정교한 작업에서 두각을 나타낸다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S044,사주학,지지,유(酉),酉,유,"유(酉) — 닭띠, 17시~19시","유금(酉金)은 가을이 무르익는 해질녘을 상징합니다. 꼼꼼하고 완벽주의적이며, 자기관리가 철저하고 미적 감각이 뛰어나다고 해석합니다. 십이지 동물로는 닭에 배정됩니다. 계절 구분상 가을(왕旺)에 해당합니다. 자기관리가 철저한 만큼 전문성과 완성도가 중요한 분야에서 인정받는다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S045,사주학,지지,술(戌),戌,술,"술(戌) — 개띠, 19시~21시","술토(戌土)는 가을의 끝, 어둠이 내리는 초저녁을 상징합니다. 의리 있고 충직하며, 신의를 중시하고 맡은 바를 끝까지 지킨다고 해석합니다. 십이지 동물로는 개에 배정됩니다. 계절 구분상 가을(고庫)에 해당합니다. 신의를 중시하는 기질 덕분에 오랜 시간이 걸리는 신뢰 관계나 조직 생활에서 강점을 보인다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
